,PredictionString,image_id
10,4.0 0.9995706081390381 201.2224884033203 320.24139404296875 657.356201171875 478.55511474609375 4.0 0.8716351985931396 93.25222778320312 600.596923828125 419.72430419921875 721.498291015625 7.0 0.7687000632286072 0.4225960373878479 842.5946044921875 268.31353759765625 1020.2254638671875 7.0 0.35683557391166687 148.609130859375 870.5663452148438 500.8482971191406 1020.1727905273438 0.0 0.2894896864891052 891.3733520507812 613.1945190429688 948.41796875 666.0594482421875 5.0 0.21797853708267212 90.12962341308594 599.8666381835938 415.933837890625 718.047119140625 7.0 0.17886751890182495 100.87313842773438 726.3265380859375 334.1801452636719 811.3611450195312 0.0 0.11006805300712585 53.477806091308594 694.262939453125 339.2464599609375 812.7885131835938 ,test/0010.jpg
11,5.0 0.9968762397766113 471.750732421875 116.60726165771484 772.11279296875 326.16558837890625 5.0 0.9964239597320557 810.55078125 262.331787109375 1002.1357421875 404.92877197265625 5.0 0.9894076585769653 675.4025268554688 410.7653503417969 885.9526977539062 567.5093994140625 5.0 0.9521076679229736 463.6960144042969 370.84405517578125 1023.1527099609375 715.6566772460938 6.0 0.901771068572998 4.912312984466553 159.41624450683594 542.29345703125 714.0791625976562 5.0 0.8149826526641846 895.0360107421875 409.2628479003906 1023.8504638671875 654.197998046875 5.0 0.7416900396347046 612.0489501953125 253.56349182128906 771.270263671875 411.953125 5.0 0.6316705346107483 705.9793090820312 323.0201110839844 924.2246704101562 466.1007995605469 5.0 0.5116087198257446 31.614749908447266 561.0429077148438 819.3162231445312 977.0701293945312 5.0 0.35880395770072937 603.0067749023438 282.292724609375 714.6636352539062 330.8171691894531 2.0 0.34568965435028076 707.810302734375 326.142333984375 918.589111328125 467.4555969238281 5.0 0.3233366012573242 491.8538818359375 768.1804809570312 828.5833129882812 1023.326171875 0.0 0.3187142610549927 8.43311595916748 37.721946716308594 983.1376953125 1014.2674560546875 0.0 0.3048664331436157 471.54339599609375 140.40647888183594 753.146484375 316.7729797363281 5.0 0.2884374260902405 675.3425903320312 247.25148010253906 768.0008544921875 324.12823486328125 7.0 0.19715380668640137 0.15851713716983795 738.8785400390625 39.00234603881836 934.6984252929688 5.0 0.18899434804916382 0.2546328902244568 735.2675170898438 37.99302673339844 933.8653564453125 7.0 0.1711437851190567 473.27069091796875 130.24510192871094 751.1072998046875 316.70440673828125 5.0 0.16427433490753174 414.0329895019531 819.77001953125 534.4842529296875 1023.753662109375 1.0 0.15711861848831177 2.4464635848999023 928.3810424804688 152.73635864257812 1021.08642578125 1.0 0.1250721514225006 0.7804886698722839 740.8189086914062 34.554908752441406 924.310546875 5.0 0.10245639085769653 10.589534759521484 177.215576171875 649.2539672851562 782.7484741210938 ,test/0011.jpg
12,7.0 0.8221818208694458 286.7861328125 408.8724060058594 554.5799560546875 790.66064453125 1.0 0.2519550025463104 287.96246337890625 410.3807678222656 549.8807983398438 789.541015625 ,test/0012.jpg
13,1.0 0.6021192073822021 213.3610076904297 460.83935546875 532.44873046875 778.794677734375 1.0 0.536300003528595 315.419677734375 306.00799560546875 819.760009765625 648.010009765625 1.0 0.5277668237686157 186.409423828125 369.12493896484375 427.2419128417969 494.2235107421875 1.0 0.4503828287124634 488.59228515625 629.3009643554688 545.3965454101562 674.6598510742188 1.0 0.39507025480270386 231.49346923828125 347.27581787109375 291.5408935546875 400.8962707519531 1.0 0.3392624258995056 190.66477966308594 520.1346435546875 241.21084594726562 651.9346313476562 1.0 0.2449704259634018 207.12393188476562 476.70916748046875 452.1884765625 508.5347900390625 1.0 0.11173920333385468 232.9486083984375 385.6639404296875 281.0841369628906 420.8244934082031 1.0 0.10729560256004333 380.111572265625 486.2391357421875 497.9259338378906 718.2662963867188 ,test/0013.jpg
14,7.0 0.9998700618743896 3.899306535720825 269.3443908691406 835.0221557617188 882.30517578125 7.0 0.9997542500495911 4.781643390655518 120.419921875 445.543212890625 365.56939697265625 0.0 0.476092666387558 16.80419921875 538.7012329101562 376.29669189453125 723.384521484375 0.0 0.2550237774848938 0.9611278176307678 262.4479675292969 134.95172119140625 350.652099609375 ,test/0014.jpg
15,7.0 0.999962329864502 298.9355163574219 225.24586486816406 788.70166015625 806.9422607421875 7.0 0.5028108358383179 159.68576049804688 791.0532836914062 275.3989562988281 869.1937866210938 0.0 0.12313178181648254 160.19451904296875 785.306396484375 276.2046813964844 871.8658447265625 ,test/0015.jpg
16,2.0 0.999271035194397 302.1316223144531 378.7227478027344 701.3236083984375 754.8359375 0.0 0.864595890045166 34.06429672241211 76.0744400024414 391.30279541015625 240.7578125 ,test/0016.jpg
17,5.0 0.7096146941184998 79.41951751708984 68.25253295898438 914.3069458007812 914.1049194335938 0.0 0.3375164568424225 96.5658950805664 77.38426971435547 911.9121704101562 948.0344848632812 1.0 0.10595850646495819 71.68563079833984 49.71358871459961 929.3187866210938 941.3159790039062 ,test/0017.jpg
18,6.0 0.9902738332748413 164.07720947265625 149.1947479248047 969.563720703125 821.6917724609375 0.0 0.8629307746887207 450.0302429199219 379.7333984375 733.1668701171875 638.5845947265625 0.0 0.827477753162384 613.7218017578125 360.7777404785156 763.0701904296875 494.1266174316406 0.0 0.25303277373313904 163.15338134765625 177.82545471191406 969.4071655273438 803.5642700195312 ,test/0018.jpg
19,6.0 0.9989315271377563 630.5339965820312 50.44456100463867 861.7503051757812 327.544189453125 6.0 0.9949308633804321 472.71209716796875 130.54249572753906 703.411865234375 387.7558898925781 1.0 0.9888666272163391 341.94146728515625 407.9892883300781 539.6216430664062 673.3924560546875 1.0 0.9746741652488708 757.573486328125 405.8628845214844 950.1467895507812 516.8534545898438 1.0 0.9745111465454102 0.7191993594169617 592.7817993164062 129.19863891601562 749.89111328125 1.0 0.9510089159011841 667.7930908203125 758.6655883789062 943.3450927734375 935.27294921875 1.0 0.9347010254859924 686.6622924804688 776.66064453125 881.7300415039062 838.587646484375 1.0 0.8478037118911743 691.3322143554688 574.8035278320312 945.3787841796875 756.9932250976562 1.0 0.8431441783905029 13.72858715057373 586.7587890625 81.40959930419922 647.0623779296875 1.0 0.7794570922851562 205.3564910888672 431.3454895019531 298.21270751953125 532.0138549804688 1.0 0.7599825859069824 361.164306640625 827.827880859375 534.6958618164062 977.056640625 1.0 0.6948328018188477 88.17467498779297 532.59326171875 211.16429138183594 643.8024291992188 1.0 0.6805375814437866 138.23895263671875 709.1797485351562 347.8397521972656 906.1084594726562 1.0 0.6411589980125427 469.59381103515625 253.23001098632812 765.288330078125 604.1651611328125 1.0 0.6205313205718994 764.0391235351562 127.5090103149414 979.8968505859375 483.0467529296875 1.0 0.6141853332519531 858.62255859375 107.53829956054688 981.5614624023438 226.00172424316406 6.0 0.5818349123001099 520.6371459960938 714.9851684570312 680.9611206054688 866.1878051757812 5.0 0.5623406171798706 138.900634765625 822.5790405273438 358.6518859863281 986.1820068359375 1.0 0.5546762943267822 354.93096923828125 582.8367309570312 555.5802612304688 855.1094360351562 1.0 0.5403032302856445 198.4776153564453 497.18243408203125 329.85308837890625 751.7566528320312 1.0 0.5263347625732422 741.6365966796875 428.0851135253906 956.6375122070312 614.982421875 1.0 0.5150921940803528 536.5928955078125 655.7095336914062 703.609619140625 801.3233032226562 1.0 0.47774606943130493 1.1210542917251587 422.5640869140625 215.58889770507812 640.31787109375 1.0 0.4349154829978943 369.4112854003906 791.9451904296875 497.9767761230469 833.3943481445312 1.0 0.4082709848880768 124.28917694091797 656.157958984375 178.80787658691406 724.970458984375 1.0 0.39693596959114075 117.50455474853516 666.901123046875 275.6063537597656 793.5811157226562 1.0 0.3176911771297455 552.965576171875 594.5672607421875 723.0036010742188 666.2413940429688 1.0 0.30451199412345886 507.1346435546875 291.45257568359375 737.6910400390625 398.05859375 1.0 0.3012267053127289 886.1700439453125 409.0898132324219 944.777099609375 500.0241394042969 1.0 0.2935025095939636 769.6509399414062 572.3665771484375 927.9933471679688 630.4013061523438 1.0 0.2670181393623352 353.57281494140625 925.4910888671875 460.43994140625 1019.870361328125 1.0 0.23851990699768066 66.4193115234375 582.9259643554688 93.47544860839844 619.2202758789062 1.0 0.2098482847213745 710.5744018554688 575.5632934570312 750.6533203125 623.748046875 1.0 0.20630383491516113 362.08184814453125 827.0447998046875 492.263671875 864.838134765625 1.0 0.20178675651550293 884.8758544921875 477.8080139160156 932.50439453125 505.94989013671875 1.0 0.18458454310894012 2.934089183807373 740.4329833984375 96.94452667236328 950.794921875 1.0 0.1827404797077179 205.87425231933594 728.2526245117188 329.6419372558594 772.823974609375 1.0 0.171235129237175 395.6640625 609.98388671875 521.7604370117188 646.44140625 1.0 0.15257641673088074 858.698486328125 104.21515655517578 907.583984375 160.73904418945312 0.0 0.13062679767608643 366.82379150390625 827.8779296875 534.725341796875 975.4758911132812 1.0 0.1161171942949295 147.05120849609375 768.9922485351562 263.03460693359375 799.8877563476562 1.0 0.11188822984695435 512.0050659179688 373.4259338378906 536.9180297851562 441.1551818847656 ,test/0019.jpg
20,0.0 0.9143712520599365 438.6875915527344 343.3923645019531 652.9115600585938 672.6261596679688 1.0 0.2067573070526123 438.7541198730469 344.4267883300781 650.5994262695312 672.9019775390625 ,test/0020.jpg
21,1.0 0.8277400732040405 367.484375 242.24200439453125 632.101318359375 791.5914916992188 0.0 0.5513802766799927 369.3796081542969 245.1503143310547 633.4711303710938 791.2667236328125 ,test/0021.jpg
22,0.0 0.8604224324226379 47.942840576171875 420.87823486328125 715.4447631835938 836.5316772460938 2.0 0.37675830721855164 57.189788818359375 423.6482849121094 715.14501953125 837.843017578125 1.0 0.17756636440753937 45.10015869140625 421.42816162109375 717.08544921875 837.3378295898438 ,test/0022.jpg
23,3.0 0.9997437596321106 302.1676025390625 365.17919921875 747.8870849609375 823.242431640625 ,test/0023.jpg
24,7.0 0.9999086260795593 0.9331390857696533 0.0 482.7467041015625 688.5361938476562 7.0 0.9995301961898804 422.9676818847656 1.1047792434692383 1023.82080078125 460.689453125 2.0 0.9597872495651245 318.92730712890625 321.40594482421875 604.1212768554688 635.64599609375 0.0 0.600598156452179 178.03793334960938 11.914340019226074 299.8786315917969 140.7340545654297 7.0 0.5901648998260498 703.9588623046875 415.0747985839844 835.6932983398438 631.7244262695312 0.0 0.4619362950325012 701.9547729492188 421.0210876464844 834.3178100585938 632.8912353515625 7.0 0.2730930745601654 178.48297119140625 11.690618515014648 300.5078125 142.50099182128906 0.0 0.16410648822784424 160.51947021484375 845.826416015625 216.4556427001953 883.4625244140625 0.0 0.13615278899669647 236.09149169921875 2.3468780517578125 298.784912109375 82.94373321533203 1.0 0.12594839930534363 318.15533447265625 320.9768981933594 602.017333984375 638.3016967773438 ,test/0024.jpg
25,0.0 0.8743035197257996 258.35198974609375 551.0227661132812 632.8444213867188 772.8480224609375 7.0 0.20170404016971588 482.1817321777344 923.8955078125 551.2615356445312 969.8123168945312 1.0 0.14459563791751862 259.79931640625 550.89453125 628.763671875 774.6351928710938 0.0 0.10178939253091812 478.5735168457031 922.186767578125 550.903076171875 970.8853149414062 ,test/0025.jpg
26,4.0 0.9995148181915283 583.1618041992188 395.5778503417969 690.3863525390625 616.5183715820312 ,test/0026.jpg
27,7.0 0.9997851848602295 95.31333923339844 416.9808349609375 572.0552978515625 687.633056640625 7.0 0.9996814727783203 540.2693481445312 443.8293762207031 971.6552734375 749.9273681640625 5.0 0.4052444100379944 0.0 304.4360046386719 119.38477325439453 609.575439453125 7.0 0.3948914110660553 117.0666275024414 427.3359375 287.6158447265625 517.9346923828125 5.0 0.3632640242576599 86.33797454833984 107.08455657958984 389.6292419433594 344.08172607421875 7.0 0.32446175813674927 109.65350341796875 487.7492980957031 207.4259033203125 524.2509155273438 0.0 0.13287928700447083 108.85203552246094 487.4543762207031 204.57887268066406 523.31201171875 1.0 0.11320289969444275 105.98731994628906 487.0453186035156 208.6183624267578 524.2493286132812 ,test/0027.jpg
28,7.0 0.9990905523300171 459.9562683105469 481.13336181640625 708.0325927734375 703.8980102539062 ,test/0028.jpg
29,7.0 0.9995206594467163 264.2006530761719 490.41424560546875 751.9852294921875 842.6548461914062 7.0 0.9884990453720093 198.0894317626953 438.23162841796875 420.195556640625 624.839111328125 0.0 0.30420076847076416 441.1794738769531 273.2052307128906 495.88983154296875 323.3721923828125 7.0 0.2749115526676178 623.9555053710938 659.2453002929688 755.4268188476562 840.4164428710938 ,test/0029.jpg
30,2.0 0.8367022275924683 211.9169921875 387.830810546875 753.9827880859375 707.4949340820312 0.0 0.7254292368888855 0.16039548814296722 53.33864974975586 95.97308349609375 116.80935668945312 7.0 0.22610674798488617 209.0089874267578 382.4811706542969 756.5506591796875 705.3300170898438 5.0 0.14028435945510864 211.05706787109375 382.662841796875 756.936279296875 706.6007690429688 1.0 0.13763093948364258 0.47814276814460754 54.18165588378906 99.99075317382812 114.80907440185547 7.0 0.12524303793907166 1.172763466835022 54.8641471862793 96.89230346679688 116.4974136352539 0.0 0.10171018540859222 210.501953125 384.62677001953125 754.0032348632812 707.5020141601562 ,test/0030.jpg
31,5.0 0.9995261430740356 423.5372009277344 411.57415771484375 754.3485717773438 825.9006958007812 0.0 0.9989416599273682 371.93798828125 411.9895935058594 473.53204345703125 502.4687805175781 ,test/0031.jpg
32,7.0 0.9999192953109741 701.5357666015625 147.29800415039062 893.2754516601562 335.379150390625 3.0 0.9965713620185852 842.2174072265625 402.0852355957031 955.4104614257812 653.1331787109375 1.0 0.9960508942604065 204.09906005859375 362.7799072265625 541.9863891601562 781.5845947265625 1.0 0.9687671661376953 235.76341247558594 621.8115844726562 515.9324951171875 816.5066528320312 1.0 0.744910717010498 188.8274688720703 307.6004638671875 292.37091064453125 469.6187438964844 1.0 0.5841602087020874 276.9067077636719 669.3141479492188 445.3779602050781 733.8020629882812 1.0 0.5650429725646973 521.5121459960938 423.99395751953125 595.3273315429688 536.3397827148438 1.0 0.4277413785457611 268.3935241699219 320.7278137207031 557.328125 534.2495727539062 1.0 0.17747291922569275 309.7351379394531 281.40716552734375 464.14044189453125 328.39556884765625 1.0 0.16464637219905853 519.0675048828125 401.4996032714844 556.939208984375 501.81854248046875 1.0 0.14595329761505127 526.6613159179688 393.368896484375 551.2814331054688 438.6559753417969 0.0 0.1074068546295166 527.6011962890625 427.71221923828125 589.000732421875 509.7337646484375 ,test/0032.jpg
33,3.0 0.947952151298523 258.6805725097656 497.3023986816406 730.863037109375 735.6259155273438 ,test/0033.jpg
34,0.0 0.7480133771896362 513.433837890625 634.4330444335938 685.7470092773438 823.9853515625 5.0 0.502061665058136 228.91476440429688 339.0058288574219 812.04443359375 851.7083740234375 2.0 0.4923536777496338 248.8362579345703 343.9882507324219 803.7984619140625 855.9945678710938 0.0 0.13112032413482666 282.24542236328125 89.6792221069336 1015.68603515625 510.8095703125 0.0 0.11544252187013626 249.17994689941406 338.90399169921875 830.0994262695312 861.26318359375 3.0 0.11391153931617737 244.74093627929688 343.0441589355469 810.1429443359375 860.83837890625 ,test/0034.jpg
35,7.0 0.9996268153190613 304.8122863769531 216.39016723632812 583.6436767578125 567.5714111328125 7.0 0.9994210004806519 549.7078247070312 336.5816955566406 745.0847778320312 543.4402465820312 5.0 0.9502996802330017 694.4155883789062 287.6253356933594 939.9287109375 458.0570373535156 5.0 0.7494251728057861 696.5861206054688 450.80059814453125 974.8786010742188 556.9149169921875 5.0 0.6831179261207581 693.8831176757812 157.16757202148438 944.7002563476562 319.1878356933594 0.0 0.3830658793449402 579.3223876953125 116.4222640991211 608.306640625 296.47955322265625 7.0 0.33392244577407837 982.0324096679688 369.6675720214844 1023.9520263671875 456.292724609375 1.0 0.28549301624298096 698.2047119140625 449.694580078125 950.17236328125 555.1195068359375 1.0 0.2806124687194824 343.3188781738281 871.1336059570312 380.21197509765625 923.7022094726562 5.0 0.22262203693389893 742.0735473632812 447.514892578125 948.6594848632812 473.9031066894531 1.0 0.1459777057170868 972.21484375 378.9622802734375 1023.4541015625 457.48797607421875 ,test/0035.jpg
36,5.0 0.9987008571624756 62.68506622314453 91.2397689819336 961.1177978515625 857.5740356445312 1.0 0.9922852516174316 216.05996704101562 0.29232537746429443 652.3991088867188 71.96788024902344 9.0 0.14222991466522217 6.825697422027588 864.7987060546875 660.2160034179688 1023.9854125976562 ,test/0036.jpg
37,9.0 0.9982786178588867 239.23831176757812 354.6844177246094 777.3519287109375 716.3866577148438 ,test/0037.jpg
38,3.0 0.9057071208953857 289.30621337890625 200.77908325195312 747.1195678710938 511.3639221191406 3.0 0.8969019651412964 98.19206237792969 497.15130615234375 785.7885131835938 962.2658081054688 7.0 0.6290115118026733 273.347412109375 532.3406982421875 694.2886352539062 921.2548828125 0.0 0.3258500099182129 244.80062866210938 531.9616088867188 708.132568359375 909.3308715820312 7.0 0.2676028609275818 302.71942138671875 196.8500213623047 748.80712890625 506.6600036621094 7.0 0.1854751706123352 558.3958740234375 678.525390625 699.6217651367188 873.3341064453125 5.0 0.18212515115737915 100.33740997314453 503.9707946777344 784.9627075195312 959.7218017578125 5.0 0.10190735012292862 289.11260986328125 200.09463500976562 749.0906372070312 513.5591430664062 ,test/0038.jpg
39,7.0 0.9996755123138428 568.3915405273438 0.19967128336429596 1023.5760498046875 208.20387268066406 5.0 0.9992247223854065 208.794921875 184.46617126464844 859.5686645507812 954.8548583984375 7.0 0.9468454122543335 7.106314659118652 170.18536376953125 273.7040710449219 1020.5515747070312 7.0 0.4599441587924957 0.0571383573114872 0.7064172029495239 155.28785705566406 207.6932373046875 5.0 0.20269979536533356 6.663905620574951 198.84678649902344 268.2854919433594 1016.6338500976562 ,test/0039.jpg
40,5.0 0.9982424378395081 2.665456771850586 106.68179321289062 744.5074462890625 774.96484375 1.0 0.4843897521495819 278.854248046875 231.4270782470703 721.0447387695312 769.1543579101562 6.0 0.13082656264305115 122.7352523803711 2.422908306121826 352.55511474609375 118.17434692382812 ,test/0040.jpg
41,9.0 0.9997527599334717 513.8638916015625 627.3968505859375 887.4007568359375 994.5850830078125 9.0 0.9994148015975952 68.35724639892578 338.04058837890625 561.2798461914062 932.6286010742188 0.0 0.36235639452934265 612.1056518554688 341.79925537109375 1020.9315185546875 473.8629150390625 ,test/0041.jpg
42,7.0 0.9900844097137451 197.58973693847656 91.54058074951172 961.4385986328125 960.529296875 1.0 0.8709949254989624 0.014343475922942162 689.6624755859375 235.79310607910156 1014.8990478515625 7.0 0.20583760738372803 829.9085083007812 10.927694320678711 1022.02734375 612.3234252929688 ,test/0042.jpg
43,5.0 0.8338466286659241 285.4858093261719 206.5781707763672 785.4093627929688 702.9319458007812 3.0 0.41207757592201233 291.41986083984375 206.48040771484375 779.041748046875 711.7152099609375 ,test/0043.jpg
44,7.0 0.935225248336792 285.9034423828125 569.6657104492188 707.2479858398438 711.7877807617188 0.0 0.1428506225347519 303.2510070800781 578.3450317382812 703.1593627929688 707.1734008789062 ,test/0044.jpg
